file,date,places,coordinates,lat,lon
CMS1812-03-01-toTheodoreSedgwickIF.xml,1812-03-01,Havanna,"(23.135305, -82.3589631)",23.135305,-82.3589631
CMS1812-03-01-toTheodoreSedgwickIF.xml,1812-03-01,France,"(46.603354, 1.8883335)",46.603354,1.8883335
CMS1812-03-01-toTheodoreSedgwickIF.xml,1812-03-01,Richmond,"(37.5385087, -77.43428)",37.5385087,-77.43428
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,Essay,"(48.5426868, 0.2462435)",48.5426868,0.2462435
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,the United States,"(29.6330078, -97.98859404468138)",29.6330078,-97.98859404468138
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,Cider,"(42.7195683, -82.9844445)",42.7195683,-82.9844445
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,the State of Europe,"(41.8215854, -71.4267004)",41.8215854,-71.4267004
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,France,"(46.603354, 1.8883335)",46.603354,1.8883335
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,Kingdom,"(42.9289603, -74.9757107)",42.9289603,-74.9757107
CMS1819-01-25-toRobertSedgwickIF.xml,1819-01-25,Europe,"(51.0, 10.0)",51.0,10.0
CMS1813-01-15-toElizaSedgwickPomeroyF.xml,1813-01-15,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1811-09-23-toRobertSedgwickIF.xml,1811-09-23,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1811-09-23-toRobertSedgwickIF.xml,1811-09-23,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1811-06-10-toRobertSedgwickIF.xml,1811-06-10,Laurel,"(31.6940509, -89.1306124)",31.6940509,-89.1306124
CMS1811-06-10-toRobertSedgwickIF.xml,1811-06-10,Cider,"(42.7195683, -82.9844445)",42.7195683,-82.9844445
CMS1803-12-07-toFrancesSedgwickWatsonF-TRedit.xml,1803-12-07,Hebron,"(31.528902, 35.0944873)",31.528902,35.0944873
CMS1803-12-07-toFrancesSedgwickWatsonF-TRedit.xml,1803-12-07,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
CMS1807-12-25-toFrancesSedgwickWatsonF (1).xml,1807-12-25,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1818-02-10-toRobertSedgwickIF.xml,1818-02-10,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1818-02-10-toRobertSedgwickIF.xml,1818-02-10,Canton,"(32.555664, -95.8640507)",32.555664,-95.8640507
CMS1808-11-22-toTheodoreSedgwickIF.xml,1808-11-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1808-11-22-toTheodoreSedgwickIF.xml,1808-11-22,Salem,"(44.9391565, -123.033121)",44.9391565,-123.033121
CMS1808-11-22-toTheodoreSedgwickIF.xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF.xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF.xml,1808-11-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1808-11-22-toTheodoreSedgwickIF.xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1811-05-27-toRobertSedgwickIF (1).xml,1811-05-27,Uncles,"(32.7053347, -102.64455794926232)",32.7053347,-102.64455794926232
CMS1812-06-19-toRobertSedgwickIF.xml,1812-06-19,Cornwal,"(42.026767, -75.021159)",42.026767,-75.021159
CMS1812-06-19-toRobertSedgwickIF.xml,1812-06-19,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1812-06-19-toRobertSedgwickIF.xml,1812-06-19,Catharine,"(42.312852, -76.7846764)",42.312852,-76.7846764
CMS1812-06-19-toRobertSedgwickIF.xml,1812-06-19,Lebanon,"(33.8750629, 35.843409)",33.8750629,35.843409
CMS1812-02-20-toCharlesSedgwickIF.xml,1812-02-20,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1812-02-20-toCharlesSedgwickIF.xml,1812-02-20,Angel,"(51.5318417, -0.1057137)",51.5318417,-0.1057137
CMS1812-02-20-toCharlesSedgwickIF.xml,1812-02-20,Lover,"(40.1125723, -79.9503277)",40.1125723,-79.9503277
CMS1812-02-20-toCharlesSedgwickIF.xml,1812-02-20,The City,"(51.5156177, -0.0919983)",51.5156177,-0.0919983
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,Catharine,"(42.312852, -76.7846764)",42.312852,-76.7846764
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,Christendom,"(52.2596702, -7.098505554352519)",52.2596702,-7.098505554352519
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,Aunty,"(3.82011, 11.4908478)",3.82011,11.4908478
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,Bleecker,"(32.5833785, -85.1640705)",32.5833785,-85.1640705
CMS1810-04-20-toFrancesSedgwickWatsonF (1).xml,1810-04-20,India,"(22.3511148, 78.6677428)",22.3511148,78.6677428
CMS1810-03-22-toElizaSedgwickPomeroyF.xml,0000-03-22,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-03-22-toElizaSedgwickPomeroyF.xml,0000-03-22,Deerfield,"(42.1711365, -87.8445119)",42.1711365,-87.8445119
CMS1810-03-22-toElizaSedgwickPomeroyF.xml,0000-03-22,Brookfield,"(41.8228378, -87.848085)",41.8228378,-87.848085
CMS1810-03-22-toElizaSedgwickPomeroyF.xml,0000-03-22,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1815-11-30-toRobertSedgwickWatsonF.xml,1815-11-30,Christendom,"(52.2596702, -7.098505554352519)",52.2596702,-7.098505554352519
CMS1815-11-30-toRobertSedgwickWatsonF.xml,1815-11-30,Earth,"(34.2331373, -102.4107493)",34.2331373,-102.4107493
CMS1815-11-30-toRobertSedgwickWatsonF.xml,1815-11-30,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1815-11-30-toRobertSedgwickWatsonF.xml,1815-11-30,New Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
CMS1817-09-18-toRobertSedgwickIF.xml,1817-09-18,Edgeworth,"(40.5511787, -80.1928368)",40.5511787,-80.1928368
CMS1818-01-22-toRSI.xml,1818-01-22,Uncles,"(32.7053347, -102.64455794926232)",32.7053347,-102.64455794926232
CMS1818-01-22-toRSI.xml,1818-01-22,Bombay,"(19.0759899, 72.8773928)",19.0759899,72.8773928
CMS1818-01-22-toRSI.xml,1818-01-22,picturesque,"(52.2829766, -1.5830481)",52.2829766,-1.5830481
CMS1818-11-30-toRobertSedgwickIF.xml,1818-11-30,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1807-07-07-toFrancesSedgwickWatsonF.xml,1807-07-07,Anchor,"(40.5680898, -88.5356146)",40.5680898,-88.5356146
CMS1807-07-07-toFrancesSedgwickWatsonF.xml,1807-07-07,Connecticut,"(41.6500201, -72.7342163)",41.6500201,-72.7342163
CMS1807-07-07-toFrancesSedgwickWatsonF.xml,1807-07-07,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1816-07-17-toSusanRidleySedgwickF.xml,1816-07-17,New Marlborough,"(42.1053708, -73.2423092)",42.1053708,-73.2423092
CMS1816-07-17-toSusanRidleySedgwickF.xml,1816-07-17,Aunt West,"(53.4043643, -2.9865245)",53.4043643,-2.9865245
CMS1816-07-17-toSusanRidleySedgwickF.xml,1816-07-17,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1816-07-17-toSusanRidleySedgwickF.xml,1816-07-17,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1802-02-03-toTheodoreSedgwickIF.xml,1802-02-03,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1802-02-03-toTheodoreSedgwickIF.xml,1802-02-03,Catharine,"(42.312852, -76.7846764)",42.312852,-76.7846764
CMS1816-03-07-toFrancesSedgwickWatsonF.xml,1816-03-07,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1816-03-07-toFrancesSedgwickWatsonF.xml,1816-03-07,Capital,"(4.11145945, -73.4967836258948)",4.11145945,-73.4967836258948
CMS1816-03-07-toFrancesSedgwickWatsonF.xml,1816-03-07,india,"(22.3511148, 78.6677428)",22.3511148,78.6677428
CMS1817-08-18-toJaneMinotSedgwickF.xml,1817-08-18,Veuve,"(47.8317424, 2.1688274)",47.8317424,2.1688274
CMS1817-08-18-toJaneMinotSedgwickF.xml,1817-08-18,Lebanon,"(33.8750629, 35.843409)",33.8750629,35.843409
CMS1817-08-18-toJaneMinotSedgwickF.xml,1817-08-18,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-08-18-toJaneMinotSedgwickF.xml,1817-08-18,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1807-07-15-toEbenezerWatsonIFD.xml,1807-07-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1811-10-04-toRobertSedgwickIF.xml,1811-10-04,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1811-10-04-toRobertSedgwickIF.xml,1811-10-04,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1811-10-04-toRobertSedgwickIF.xml,1811-10-04,Catharine,"(42.312852, -76.7846764)",42.312852,-76.7846764
CMS1818-01-22-toRSI (1).xml,1818-01-22,Uncles,"(32.7053347, -102.64455794926232)",32.7053347,-102.64455794926232
CMS1818-01-22-toRSI (1).xml,1818-01-22,Bombay,"(19.0759899, 72.8773928)",19.0759899,72.8773928
CMS1818-01-22-toRSI (1).xml,1818-01-22,picturesque,"(52.2829766, -1.5830481)",52.2829766,-1.5830481
CMS1818-07-08-toRobertSedgwickIF (1).xml,1818-07-08,Margaret,"(33.6862124, -86.4749838)",33.6862124,-86.4749838
CMS1818-07-08-toRobertSedgwickIF (1).xml,1818-07-08,Earth,"(34.2331373, -102.4107493)",34.2331373,-102.4107493
CMS1817-03-05-toJaneMinotSedgwickF (1).xml,1817-03-05,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-03-05-toJaneMinotSedgwickF (1).xml,1817-03-05,Spring,"(30.0798826, -95.4172549)",30.0798826,-95.4172549
CMS1817-03-05-toJaneMinotSedgwickF (1).xml,1817-03-05,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1817-03-05-toJaneMinotSedgwickF (1).xml,1817-03-05,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1817-03-05-toJaneMinotSedgwickF (1).xml,1817-03-05,River,"(51.1410065, 1.2748110678641456)",51.1410065,1.2748110678641456
CMS1813-01-03-toSusanRidleySedgwickF.xml,1813-01-03,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1813-01-03-toSusanRidleySedgwickF.xml,1813-01-03,Physic,"(52.24838735, 0.0791321534698107)",52.24838735,0.0791321534698107
CMS1811-05-09-toRobertSedgwickIF.xml,1811-05-09,Lover,"(40.1125723, -79.9503277)",40.1125723,-79.9503277
CMS1811-05-09-toRobertSedgwickIF.xml,1811-05-09,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1812-10-xx-toRobertSedgwickIF.xml,1812-10,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-10-xx-toRobertSedgwickIF.xml,1812-10,Morocco,"(31.1728205, -7.3362482)",31.1728205,-7.3362482
CMS1812-10-xx-toRobertSedgwickIF.xml,1812-10,Berkshire,"(51.453488899999996, -1.0318729593399247)",51.453488899999996,-1.0318729593399247
CMS1804-04-01-toTheodoreSedgwickIFD.xml,1804-04-01,Dr West,"(51.8810923, -8.5916023)",51.8810923,-8.5916023
CMS1812-06-10-toRobertSedgwickIF.xml,1812-06-10,NY,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
CMS1812-06-10-toRobertSedgwickIF.xml,1812-06-10,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-06-10-toRobertSedgwickIF.xml,1812-06-10,Grandpapa,"(42.42255605, -83.03503459286003)",42.42255605,-83.03503459286003
CMS1812-06-10-toRobertSedgwickIF.xml,1812-06-10,Beaux,"(45.1872182, 4.0934605)",45.1872182,4.0934605
CMS1817-12-23-toRobertSedgwickIF.xml,1817-12-23,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-12-23-toRobertSedgwickIF.xml,1817-12-23,NY,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
CMS1800-01-19-toTheodoreSedgwickIFD.xml,1800-01-19,Us,"(39.7837304, -100.445882)",39.7837304,-100.445882
CMS1807-04-15-toFrancesSedgwickWatsonF.xml,1807-04-15,Morpheus,"(59.3243283, 18.0703653)",59.3243283,18.0703653
CMS1807-04-15-toFrancesSedgwickWatsonF.xml,1807-04-15,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1807-04-15-toFrancesSedgwickWatsonF.xml,1807-04-15,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1807-04-15-toFrancesSedgwickWatsonF.xml,1807-04-15,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1807-04-15-toFrancesSedgwickWatsonF.xml,1807-04-15,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1800-12-16-toTheodoreSedgwickIF.xml,1800-12-16,London,"(51.5073219, -0.1276474)",51.5073219,-0.1276474
CMS1812-12-10-toRobertSedgwickIF (1).xml,1812-12-10,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-12-10-toRobertSedgwickIF (1).xml,1812-12-10,Appleton,"(44.2613967, -88.4069744)",44.2613967,-88.4069744
CMS1812-12-10-toRobertSedgwickIF (1).xml,1812-12-10,Miss M,"(30.429168, -88.970253)",30.429168,-88.970253
CMS1818-03-22-toRobertSedgwickIF.xml,1818-03-22,NY,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
CMS1809-01-27-toTheodoreSedgwickIF.xml,1809-01-27,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1811-07-28-toRobertSedgwickIF.xml,1811-07-28,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1811-07-28-toRobertSedgwickIF.xml,1811-07-28,Hudson,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
CMS1813-10-xx-toRobertSedgwickIF.xml,1813-10,Pharisee,"(40.5538291, -121.7181289)",40.5538291,-121.7181289
CMS1813-10-xx-toRobertSedgwickIF.xml,1813-10,NY,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
CMS1813-10-xx-toRobertSedgwickIF.xml,1813-10,Naples,"(40.8358846, 14.2487679)",40.8358846,14.2487679
CMS1813-03-11-toRobertSedgwickIF.xml,1813-03-11,Earth,"(34.2331373, -102.4107493)",34.2331373,-102.4107493
CMS1807-12-28-toFrancesSedgwickWatsonF.xml,1807-12-28,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1807-12-28-toFrancesSedgwickWatsonF.xml,1807-12-28,Lover,"(40.1125723, -79.9503277)",40.1125723,-79.9503277
CMS1811-11-toRobertSedgwickIF.xml,1811-11-00,Hudson,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
CMS1811-11-toRobertSedgwickIF.xml,1811-11-00,York,"(53.9590555, -1.0815361)",53.9590555,-1.0815361
CMS1811-11-toRobertSedgwickIF.xml,1811-11-00,Hudson,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
CMS1811-11-toRobertSedgwickIF.xml,1811-11-00,Providence,"(41.8239891, -71.4128343)",41.8239891,-71.4128343
CMS1813-03-12-toFrancesSedgwickWatsonF.xml,1813-03-12,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-11-16-toJaneMinotSedgwickF.xml,1817-11-16,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1818-11-21-toRobertSedgwickIF.xml,1818-11-21,the Isle of Sky,"(28.5289968, -81.1894251)",28.5289968,-81.1894251
CMS1818-11-21-toRobertSedgwickIF.xml,1818-11-21,Eliz,"(45.333976699999994, -75.66604651228172)",45.333976699999994,-75.66604651228172
CMS1818-11-21-toRobertSedgwickIF.xml,1818-11-21,Paris,"(48.8588897, 2.3200410217200766)",48.8588897,2.3200410217200766
CMS1818-11-21-toRobertSedgwickIF.xml,1818-11-21,Abbe,"(51.7937267, 10.5674743)",51.7937267,10.5674743
CMS1818-11-21-toRobertSedgwickIF.xml,1818-11-21,Green River,"(41.5290933, -109.466473)",41.5290933,-109.466473
CMS1818-11-21-toRobertSedgwickIF.xml,1818-11-21,North,"(13.4526455, -2.227736)",13.4526455,-2.227736
CMS1810-12-15-toCharlesSedgwickIF.xml,1810-12-15,Queens,"(40.7135078, -73.8283132)",40.7135078,-73.8283132
CMS1810-12-15-toCharlesSedgwickIF.xml,1810-12-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-08-25-toJaneMinotSedgwickF.xml,1817-08-25,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-08-25-toJaneMinotSedgwickF.xml,1817-08-25,South,"(36.638392, 127.6961188)",36.638392,127.6961188
CMS1817-08-25-toJaneMinotSedgwickF.xml,1817-08-25,Miss Amory,"(33.9869898, -88.4856105)",33.9869898,-88.4856105
CMS1814-03-12-toElizaSedgwickPomeroyF.xml,1814-03-12,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1814-03-12-toElizaSedgwickPomeroyF.xml,1814-03-12,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
CMS1814-03-12-toElizaSedgwickPomeroyF.xml,1814-03-12,Earth,"(34.2331373, -102.4107493)",34.2331373,-102.4107493
CMS1814-03-12-toElizaSedgwickPomeroyF.xml,1814-03-12,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1814-03-12-toElizaSedgwickPomeroyF.xml,1814-03-12,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-06-13-toJaneMinotSedgwickF.xml,1817-06-13,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1817-06-13-toJaneMinotSedgwickF.xml,1817-06-13,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1817-06-13-toJaneMinotSedgwickF.xml,1817-06-13,Turkey,"(38.9597594, 34.9249653)",38.9597594,34.9249653
CMS1812-11-12-toRobertSedgwickIF (1).xml,1812-11-12,Phoenix,"(33.4484367, -112.0741417)",33.4484367,-112.0741417
CMS1812-11-12-toRobertSedgwickIF (1).xml,1812-11-12,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-11-12-toRobertSedgwickIF (1).xml,1812-11-12,Bundle,"(5.5017612, 100.4293175)",5.5017612,100.4293175
CMS1812-11-12-toRobertSedgwickIF (1).xml,1812-11-12,Springfield,"(39.7990175, -89.6439575)",39.7990175,-89.6439575
CMS1812-11-12-toRobertSedgwickIF (1).xml,1812-11-12,Hudson,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
CMS1812-04-03-toCharlesSedgwickIF.xml,1812-04-03,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1819-03-08-toRobertSedgwickIF.xml,1819-03-08,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1819-03-08-toRobertSedgwickIF.xml,1819-03-08,Northampton,"(52.23433665, -0.9028072768185829)",52.23433665,-0.9028072768185829
CMS1819-03-08-toRobertSedgwickIF.xml,1819-03-08,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF (2).xml,1808-11-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1808-11-22-toTheodoreSedgwickIF (2).xml,1808-11-22,Salem,"(44.9391565, -123.033121)",44.9391565,-123.033121
CMS1808-11-22-toTheodoreSedgwickIF (2).xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF (2).xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF (2).xml,1808-11-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1808-11-22-toTheodoreSedgwickIF (2).xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1813-01-22-toEbenezerWatsonIF.xml,1813-01-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Paris,"(48.8588897, 2.3200410217200766)",48.8588897,2.3200410217200766
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,France,"(46.603354, 1.8883335)",46.603354,1.8883335
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Paris,"(48.8588897, 2.3200410217200766)",48.8588897,2.3200410217200766
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,France,"(46.603354, 1.8883335)",46.603354,1.8883335
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Washington,"(38.8950368, -77.0365427)",38.8950368,-77.0365427
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Grandpapa,"(42.42255605, -83.03503459286003)",42.42255605,-83.03503459286003
CMS1812-03-14-toTheodoreSedgwickIF.xml,1812-03-14,Catharine,"(42.312852, -76.7846764)",42.312852,-76.7846764
CMS1813-02-03-toTheodoreSedgwickIIF.xml,1813-02-03,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1817-06-29-toCharlesSedgwickIF.xml,1817-06-29,Nassau,"(25.0783456, -77.3383331)",25.0783456,-77.3383331
CMS1817-06-29-toCharlesSedgwickIF.xml,1817-06-29,Island,"(64.9841821, -18.1059013)",64.9841821,-18.1059013
CMS1817-06-29-toCharlesSedgwickIF.xml,1817-06-29,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1817-06-29-toCharlesSedgwickIF.xml,1817-06-29,Earth,"(34.2331373, -102.4107493)",34.2331373,-102.4107493
CMS1817-06-29-toCharlesSedgwickIF.xml,1817-06-29,Canaan,"(43.647007, -72.013321)",43.647007,-72.013321
CMS1812-05-toFrancesSedgwickWatsonF.xml,1812-05,NY,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
CMS1813-01-05-toFrancesSedgwickWatsonF (1).xml,1813-01-05,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1813-01-05-toFrancesSedgwickWatsonF (1).xml,1813-01-05,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1817-10-28-toRobertSedgwickIF.xml,1817-10-28,Egypt,"(26.2540493, 29.2675469)",26.2540493,29.2675469
CMS1817-10-28-toRobertSedgwickIF.xml,1817-10-28,NY,"(43.1561681, -75.8449946)",43.1561681,-75.8449946
CMS1817-10-28-toRobertSedgwickIF.xml,1817-10-28,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
CMS1817-10-28-toRobertSedgwickIF.xml,1817-10-28,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1817-10-28-toRobertSedgwickIF.xml,1817-10-28,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1813-08-05-toRobertSedgwickIF.xml,1813-08-05,Middlebury,"(44.007273600000005, -73.16330105415423)",44.007273600000005,-73.16330105415423
CMS1813-08-05-toRobertSedgwickIF.xml,1813-08-05,N York,"(43.7543263, -79.44911696639593)",43.7543263,-79.44911696639593
